I,N,1,0,0.69464,3.1735,7.5048
I,N,2,0.030639,0.14982,3.4868,9.2755
I,N,3,0.069763,-0.29965,1.9477,9.112
I,N,4,0.099823,-1.6889,1.4165,10.12
I,N,5,0.12982,-2.1793,0.95342,10.924
I,N,6,0.15979,-2.3018,0.23155,10.651
I,N,7,0.18982,-1.4165,1.185,11.073
I,N,8,0.2204,-0.27241,2.2201,11.986
I,N,9,0.24976,-0.61292,2.2201,11.986
I,N,10,0.27972,1.3348,4.2495,11.414
I,N,11,0.31802,3.4459,7.5865,12.599
I,N,12,0.34976,1.4982,4.9033,10.692
I,N,13,0.37985,-1.7979,1.1169,9.9156
I,N,14,0.40976,-2.3699,0.10896,9.003
I,N,15,0.44983,-1.4982,2.3427,9.2346
I,N,16,0.4798,-0.34051,3.2144,8.2403
I,N,17,0.50977,-0.23155,2.4925,8.4991
I,N,18,0.53979,-0.53119,1.5391,9.1529
I,N,19,0.56976,-1.5663,1.0351,10.801
I,N,20,0.59979,-1.5255,1.2258,11.346
I,N,21,0.62979,-0.88532,2.9148,9.7249
I,N,22,0.65982,-1.3076,2.3699,9.4253
I,N,23,0.68979,-0.65378,2.8739,8.9622
I,N,24,0.72055,0.23155,3.909,9.507
I,N,25,0.75009,-0.42223,2.6423,9.8475
I,N,26,0.78116,-0.57205,2.4925,9.1937
I,N,27,0.80984,-0.65378,3.4459,8.0088
I,N,28,0.83987,-0.34051,3.5277,9.112
I,N,29,0.86981,-0.34051,3.1463,9.7249
I,N,30,0.89978,-0.84446,3.2144,9.2346
I,N,31,0.92978,-1.0351,3.1463,9.5342
I,N,32,0.9599,-1.1169,2.8739,10.038
I,N,33,0.98984,-1.2258,3.5277,9.2346
I,N,34,1.0199,-1.0351,3.5958,8.8124
I,N,35,1.0498,-0.8036,3.7184,9.1529
I,N,36,1.0797,-0.72188,3.8273,8.9622
I,N,37,1.1098,-1.185,3.4051,8.431
I,N,38,1.1399,-1.6072,3.4051,8.7715
I,N,39,1.1699,-1.7298,3.4868,9.0848
I,N,40,1.1997,-1.757,3.6366,8.6898
I,N,41,1.2298,-1.757,3.9908,8.8532
I,N,42,1.2599,-1.9205,4.1406,8.8124
I,N,43,1.2903,-1.8387,4.0589,8.8124
I,N,44,1.3198,-1.7298,3.7184,8.54
I,N,45,1.3513,-1.757,3.8682,8.3084
I,N,46,1.3799,-1.757,3.7592,8.6625
I,N,47,1.4098,-1.757,3.6775,8.7306
I,N,48,1.4398,-1.9205,3.8682,9.1937
I,N,49,1.4698,-1.757,4.0589,9.0439
I,N,50,1.4998,-1.5663,4.1814,8.7306
I,N,51,1.5298,-1.9886,3.6366,9.1529
I,N,52,1.5598,-1.8796,3.8682,8.7715
I,N,53,1.5898,-1.6481,3.909,8.9622
I,N,54,1.6198,-2.3018,2.9829,8.6625
I,N,55,1.6498,-2.3699,3.5277,8.6625
I,N,56,1.6799,-1.6889,3.909,9.112
I,N,57,1.7098,-1.2258,4.0589,9.2755
I,N,58,1.7401,-1.3348,4.1406,9.3436
I,N,59,1.7698,-1.9205,3.9499,8.6217
I,N,60,1.7998,-2.4925,3.2961,8.9213
I,N,61,1.8298,-2.9556,2.7649,8.6217
I,N,62,1.8598,-2.7241,3.1054,8.6625
I,N,63,1.8899,-2.261,3.7184,8.8941
I,N,64,1.9198,-1.8796,4.018,8.8124
I,N,65,1.9501,-1.5255,3.8273,8.8941
I,N,66,1.9798,-1.3757,3.8273,8.7306
I,N,67,2.0099,-1.4574,3.6366,7.8589
I,N,68,2.0398,-1.5663,3.5277,8.3084
I,N,69,2.0697,-2.5334,3.5958,9.5342
I,N,70,2.0998,-2.6423,3.6366,9.8066
I,N,71,2.1298,-2.7922,4.1814,9.8066
I,N,72,2.1601,-3.0237,4.985,9.2755
I,N,73,2.1898,-3.4868,5.1757,8.2812
I,N,74,2.2199,-3.6366,4.2904,7.355
I,N,75,2.2498,-4.3721,4.3721,6.4697
I,N,76,2.2898,-4.6718,6.3607,6.4697
I,N,77,2.3198,-3.6775,6.5105,5.2438
I,N,78,2.3499,-3.4868,7.2733,4.7944
I,N,79,2.3809,-3.6775,6.2381,5.2847
I,N,80,2.4098,-4.5901,6.0883,6.5514
I,N,81,2.4398,-5.094,6.8238,5.2166
I,N,82,2.4702,-4.3994,8.1177,5.3256
I,N,83,2.4998,-3.6366,8.0496,4.0997
I,N,84,2.5298,-3.8682,6.6331,2.9148
I,N,85,2.5598,-2.9556,5.2438,4.6037
I,N,86,2.5897,-3.4051,9.6977,5.1349
I,N,87,2.6198,-4.4811,10.733,2.5334
I,N,88,2.6498,-3.5958,9.9565,2.5334
I,N,89,2.6798,-2.7241,9.6568,2.7241
I,N,90,2.7098,-1.3348,9.507,2.7922
I,N,91,2.7399,-0.91256,8.5808,1.9205
I,N,92,2.7702,-2.7513,7.1643,4.2495
I,N,93,2.7998,-2.3018,8.3084,5.2438
I,N,94,2.8299,-1.0351,8.431,4.4811
I,N,95,2.8599,-3.2144,7.7364,4.2087
I,N,96,2.8897,-3.909,10.76,2.9148
I,N,97,2.9199,-1.8387,14.206,1.9477
I,N,98,2.9498,1.4982,13.103,2.1112
I,N,99,2.9811,-0.040861,11.645,5.7886
I,N,100,3.0099,0.14982,7.5457,4.7535
I,N,101,3.0398,-0.84446,6.4016,2.6832
I,N,102,3.0698,-1.757,6.5922,8.4991
I,N,103,3.0999,3.1054,4.522,3.4868
I,N,104,3.1298,-0.34051,5.3256,3.9499
I,N,105,3.1598,-2.2201,7.2052,7.6274
I,N,106,3.1898,-0.72188,8.2403,5.6252
I,N,107,3.2198,0.081722,8.0496,4.522
I,N,108,3.2501,-0.88532,8.0769,4.6718
I,N,109,3.2798,-1.8796,7.8862,5.2847
I,N,110,3.3098,-0.76274,8.0088,5.4345
I,N,111,3.3401,-0.76274,9.616,4.6309
I,N,112,3.3698,0.8036,8.8124,4.2904
I,N,113,3.3998,-1.3348,5.6661,5.0531
I,N,114,3.4297,-1.0351,7.5457,5.4345
I,N,115,3.4598,-0.50395,10.651,3.6366
I,N,116,3.4898,-0,9.9565,3.9499
I,N,117,3.5198,-0.88532,9.3027,5.3256
I,N,118,3.5499,-1.9886,8.54,5.7069
I,N,119,3.5798,-0.61292,11.305,5.8295
I,N,120,3.6101,1.076,12.299,5.094
I,N,121,3.64,0.23155,10.883,3.5958
I,N,122,3.6701,-1.7979,10.379,3.4459
I,N,123,3.7136,0.53119,9.6977,4.985
I,N,124,3.7498,4.7535,7.0826,2.6423
I,N,125,3.7827,4.0589,6.0883,1.4574
I,N,126,3.8202,3.2961,6.7421,0.84446
I,N,127,3.8634,3.2144,6.279,0.50395
I,N,128,3.8998,4.7535,5.4754,0.14982
I,N,129,3.9427,5.8295,5.8567,0.8036
I,N,130,3.9798,7.3141,6.6331,-0.53119
I,N,131,4.0123,9.112,6.0202,-1.6481
I,N,132,4.04,9.6977,4.9442,-0.99429
I,N,133,4.0699,8.0769,2.7241,-0.081722
I,N,134,4.0999,7.2733,2.0703,-0.65378
I,N,135,4.1297,7.8589,3.7865,-2.1112
I,N,136,4.1598,9.4253,5.4345,-2.7513
I,N,137,4.1899,10.147,5.094,-2.5606
I,N,138,4.2206,8.2403,4.6309,-1.3348
I,N,139,4.2498,6.2109,4.3994,1.757
I,N,140,4.2808,10.079,4.3721,2.3699
I,N,141,4.3098,5.7478,4.7944,-3.7592
I,N,142,4.3398,-1.4165,5.1757,-2.3699
I,N,143,4.3698,2.0294,7.0145,0.92618
I,N,144,4.3998,7.8181,9.0439,2.5606
I,N,145,4.4298,9.1937,11.373,8.6898
I,N,146,4.4599,4.0997,10.501,2.9829
I,N,147,4.4897,1.2667,7.8862,2.0294
I,N,148,4.524,-0.14982,7.8181,2.5606
I,N,149,4.5598,1.8796,8.4991,-1.4574
I,N,150,4.6025,3.5685,9.9156,-0.46309
I,N,151,4.6298,0.19068,11.414,4.7944
I,N,152,4.6731,0.50395,11.182,1.3348
I,N,153,4.7098,-1.1441,8.6625,1.9477
I,N,154,4.7523,-1.3757,5.7478,3.6775
I,N,155,4.7812,-2.3699,6.5514,0.23155
I,N,156,4.8202,-3.2553,10.801,0.38137
I,N,157,4.8598,-3.2144,14.015,1.6481
I,N,158,4.9023,-3.7592,11.918,0.10896
I,N,159,4.9409,-4.4402,9.0439,-0.76274
I,N,160,4.9699,-4.2904,6.1292,1.9205
I,N,161,5,-4.4402,6.4697,-0.040861
I,N,162,5.0298,-3.2553,8.9622,-2.0703
I,N,163,5.0598,-0.99429,11.536,-0.65378
I,N,164,5.0898,-1.8796,11.918,1.076
I,N,165,5.1201,-3.7184,11.645,0.50395
I,N,166,5.15,-3.1463,10.27,-1.1441
I,N,167,5.1798,-2.6015,8.3084,-2.2201
I,N,168,5.2101,-1.4982,6.7421,-2.9148
I,N,169,5.2399,-1.4574,7.1234,-2.4925
I,N,170,5.2698,-2.7513,11.305,-0.46309
I,N,171,5.2998,-3.7592,11.877,2.833
I,N,172,5.3298,-4.018,8.6625,1.6072
I,N,173,5.3598,-5.203,8.6625,-1.6072
I,N,174,5.3898,-3.1463,9.003,-3.7592
I,N,175,5.4198,-0.57205,9.6568,-2.4108
I,N,176,5.4499,-2.261,10.529,0.19068
I,N,177,5.4797,-3.4459,8.7306,1.9886
I,N,178,5.5098,-4.2495,8.54,0.50395
I,N,179,5.5399,-1.1169,10.338,-0.69464
I,N,180,5.5698,-0.50395,10.229,0.38137
I,N,181,5.5999,-2.3018,9.3844,1.6481
I,N,182,5.6301,-1.2258,9.616,0.69464
I,N,183,5.6599,-0.57205,9.9156,-0.57205
I,N,184,5.6899,-1.3076,9.9156,-0.34051
I,N,185,5.7198,-1.076,9.3436,0.8036
I,N,186,5.7498,-0.88532,8.5808,1.0351
I,N,187,5.7798,-0.99429,8.5808,0.31327
I,N,188,5.8099,-1.3348,8.6898,-0.040861
I,N,189,5.8397,-2.6423,9.9565,0.50395
I,N,190,5.8698,-2.4517,10.311,0.76274
I,N,191,5.8998,-1.6072,9.9565,0.57205
I,N,192,5.9298,-1.4982,9.616,0.34051
I,N,193,5.9603,-1.757,9.7658,0.27241
I,N,194,5.9897,-1.5663,10.27,-0.14982
I,N,195,6.0198,-1.4165,9.9973,0.14982
I,N,196,6.0498,-0.99429,9.4253,-0.23155
I,N,197,6.0797,-0.53119,8.8124,-0.65378
I,N,198,6.1098,-1.6072,9.2346,-0.38137
I,N,199,6.1399,-1.3348,9.3027,-0.65378
I,N,200,6.1701,-2.5606,8.1995,-0.10896
I,N,201,6.1998,-3.0237,9.3844,0.081722
I,N,202,6.2299,-2.7513,9.5342,-0.10896
I,N,203,6.2598,-1.9205,9.0848,-1.3076
I,N,204,6.2901,-1.8387,9.7249,-1.6481
I,N,205,6.3198,-2.3699,9.8475,-0.88532
I,N,206,6.3498,-2.5606,9.3844,-0.72188
I,N,207,6.3798,-2.4108,8.431,-0.84446
I,N,208,6.4097,-1.076,9.4253,-2.0294
I,N,209,6.4398,-1.5663,9.616,-1.7298
I,N,210,6.4698,-2.1112,9.1937,-1.0351
I,N,211,6.4998,-1.9205,9.3027,-1.185
I,N,212,6.5299,-1.7298,9.3027,-1.4165
I,N,213,6.5598,-2.1112,9.8066,-1.3076
I,N,214,6.5898,-2.7513,9.1529,-1.9205
I,N,215,6.6199,-2.1112,9.4661,-2.3699
I,N,216,6.6498,-1.8796,9.4661,-2.0703
I,N,217,6.6797,-1.8387,9.3844,-1.4574
I,N,218,6.7098,-1.7298,9.4661,-1.2258
I,N,219,6.7398,-1.7979,9.3027,-1.1441
I,N,220,6.7698,-1.8387,9.0439,-1.3757
I,N,221,6.7998,-1.6889,9.003,-2.2201
I,N,222,6.8298,-1.6889,9.4253,-2.4925
I,N,223,6.8598,-1.4982,9.8884,-2.0294
I,N,224,6.8898,-1.7979,8.7306,-0.8036
I,N,225,6.9198,-2.4925,8.6217,-2.0703
I,N,226,6.951,-2.2201,9.6568,-2.9148
I,N,227,6.9799,-2.1793,10.038,-0.65378
I,N,228,7.0097,-1.7979,9.6568,-0.57205
I,N,229,7.0399,-1.7298,9.0848,-1.6072
I,N,230,7.0701,-2.0703,9.003,-2.3018
I,N,231,7.0998,-2.2201,9.2346,-2.0294
I,N,232,7.1298,-2.1793,9.5342,-1.3757
I,N,233,7.1598,-2.1384,9.6568,-1.185
I,N,234,7.1905,-2.261,9.5751,-1.185
I,N,235,7.2198,-2.1793,9.5342,-1.185
I,N,236,7.2498,-2.261,9.616,-1.3076
I,N,237,7.2798,-2.3427,9.4253,-1.757
I,N,238,7.3098,-2.3427,9.1937,-1.6889
I,N,239,7.3398,-1.9477,8.8124,-1.7298
I,N,240,7.3698,-1.6072,8.9213,-1.8387
I,N,241,7.3998,-1.8387,9.4661,-1.2258
I,N,242,7.4307,-2.3699,9.6568,-0.65378
I,N,243,7.4598,-2.4925,9.3436,-0.88532
I,N,244,7.4903,-2.4925,8.7715,-1.1441
I,N,245,7.5202,-2.6015,8.4991,-0.99429
I,N,246,7.5504,-2.7922,8.7715,-0.53119
I,N,247,7.5798,-2.7922,9.2346,-0.34051
I,N,248,7.6101,-2.6832,9.616,-0.50395
I,N,249,7.6401,-2.5606,9.616,-0.61292
I,N,250,7.67,-2.4925,9.507,-0.57205
I,N,251,7.6998,-2.6015,9.6977,-0.38137
I,N,252,7.7302,-2.5334,9.7249,-0.29965
I,N,253,7.7598,-2.261,9.507,-0.53119
I,N,254,7.7902,-2.4108,9.112,-0.76274
I,N,255,7.8198,-2.9148,8.8941,-0.69464
I,N,256,7.8502,-3.4051,9.003,-0.34051
I,N,257,7.8798,-3.6775,9.112,-0
I,N,258,7.9099,-3.5685,9.112,0.27241
I,N,259,7.9398,-3.2553,8.9622,0.14982
I,N,260,7.971,-3.0646,9.0848,-0.081722
I,N,261,7.9998,-2.9148,9.1529,0.040861
I,N,262,8.0298,-2.8739,9.0439,0.19068
I,N,263,8.0598,-2.9148,8.9622,0.31327
I,N,264,8.0897,-3.0646,9.003,0.31327
I,N,265,8.1198,-3.1735,8.9622,0.14982
I,N,266,8.1497,-3.1463,9.112,0.040861
I,N,267,8.1798,-3.0237,9.1937,-0.040861
I,N,268,8.2097,-2.9556,9.1529,-0
I,N,269,8.2398,-2.833,9.2755,-0.040861
I,N,270,8.2697,-2.7241,9.3436,-0.081722
I,N,271,8.2999,-2.6423,9.2346,-0.040861
I,N,272,8.3298,-2.5334,8.9622,0.040861
I,N,273,8.3599,-2.5334,8.9213,0.040861
I,N,274,8.3898,-2.6832,9.1937,0.10896
I,N,275,8.4199,-2.833,9.4661,0.081722
I,N,276,8.4505,-2.9556,9.4661,-0.040861
I,N,277,8.4799,-2.833,9.3844,-0.10896
I,N,278,8.5098,-2.7241,9.2755,0.040861
I,N,279,8.5399,-2.7241,9.2755,0.19068
I,N,280,8.5698,-2.833,9.2346,0.31327
I,N,281,8.5997,-2.7922,9.1937,0.081722
I,N,282,8.6298,-2.5606,9.1529,-0.34051
I,N,283,8.6598,-2.4925,9.112,-0.53119
I,N,284,8.6898,-2.5334,9.0848,-0.34051
I,N,285,8.7198,-2.6832,9.0439,-0.10896
I,N,286,8.7498,-2.7513,8.9622,-0.040861
I,N,287,8.7798,-2.833,9.0848,-0.19068
I,N,288,8.8098,-2.8739,9.2346,-0.29965
I,N,289,8.8401,-2.833,9.1529,-0.50395
I,N,290,8.8698,-2.6015,9.0439,-0.65378
I,N,291,8.8998,-2.4925,9.4253,-0.57205
I,N,292,8.9298,-2.833,9.507,-0.23155
